Island,Full Name,Local Name,Page Title,Hours of Operation,Service Times,Cost of Admission,Year Founded,Current Use,Denomination,Church Code,Longitude Coordinate,Latitude Coordinate,Intro sentence,History Blurb,Exterior blurb,Bell tower blurb,Floors blurb,Google Map Image,Floor Plan Image,Facade Image,Artifact Group
Santa Croce,Chiesa di Maria Mater Domini,Maria Mater Domini,Church of Maria Mater Domini,M-Sa 10 AM - 12 PM,Unknown,Free,960,Active Church,Catholic,MATE,12.330371,45.440238,"The Chiesa di Maria Mater Domini, or Maria Mater Domini as it is locally known, was founded in the year 960 and is a Catholic church.","This church was founded in the 10th century by two families and originally dedicated to Saint Christina. The church was rededicated in the 12th century to Maria Mater Domini. In the 16th century, the church was demolished and rebuilt to reflect the façade seen today. In the 1980’s the church’s roof and several paintings were restored by [[Venice in Peril]].",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Maria Mater Domini]]. Please click the link to learn more!,"The image below depicts the floor plan of Maria Mater Domini, including the location of the [[Church Floor Artifacts]].",MATE_GM.JPG,MATE_FP.JPG,MATE.JPG,MATE Artifacts
Santa Croce,Chiesa di S. Nome di Gesu,Nome di Gesu,Church of Nome di Gesu,Unknown,M-F 8 AM; Su 9 AM,Free,1834,Active Church,Catholic,NOME,12.316498,45.439357,"The Chiesa di S. Nome di Gesu, or Nome di Gesu as it is locally known, was founded in the year 1834 and is a Catholic church.","One of the few neoclassical churches in Venice, another being the [[Church of San Maurizio]] in [[San Marco]], this church was constructed in the 19th century. A convent was built to accompany the church shortly thereafter.  The church is still standing, though largely forgotten in the shadows of [[Piazzale Roma]].",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Nome di Gesu, including the location of the [[Church Floor Artifacts]].",NOME_GM.JPG,NOME_FP.JPG,NOME.JPG,
Santa Croce,Chiesa di S. Giacomo dell'Orio,San Giacomo dell'Orio,Church of San Giacomo dell'Orio,M-Sa 10 AM -5 PM,Times vary,"Chorus Pass for year: 10 €, 7 € students. 1 time, 3 €, 1.50 € students.",900,Active Church,Catholic,ORIO,12.327367,45.440306,"The Chiesa di S. Giacomo dell'Orio, or San Giacomo dell'Orio as it is locally known, was founded in the year 900 and is a Catholic church.","This church was supposedly founded in the 6th century, but the first written evidence of the church dates back to the 11th century.  While the church was dedicated to Saint James the Great, its name is derived from a del lauro, or of the bay tree, after the tree said to be growing on the site when the church was built.  Over the next five centuries, the church was rebuilt three times due to either fire or earthquakes.  The 16th century rebuild is the version that is standing today.  A prominent feature from this renovation is the wooden ship’s keep roof.  Since then, a smaller restoration project occurred at the beginning of the 20th century.  The church remains open and active.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Giacomo dell'Orio]]. Please click the link to learn more!,"The image below depicts the floor plan of San Giacomo dell'Orio, including the location of the [[Church Floor Artifacts]].",ORIO_GM.JPG,ORIO_FP.JPG,ORIO.JPG,ORIO Artifacts
Santa Croce,Chiesa di S. Simeone Profeta,San Simeon Grando,Church of San Simeon Grando,"M-Sa 9 AM - 12 PM, 5 PM - 6:30 PM","W 6:30 PM; Su 8:30 AM, 10:30 AM, 6:30 PM",Free,967,Active Church,Catholic,SIMG,12.324395,45.440825,"The Chiesa di S. Simeone Profeta, or San Simeon Grando as it is locally known, was founded in the year 967 and is a Catholic church.","The church was founded in the 10th century and dedicated to San Simeon Profeta. The church was rebuilt in the 13th and 18th centuries. Not too long after this reconstruction, the roof caved in in 1795, and needed to be replaced. The façade is a Greek temple façade, typical of Giorgio Massari designs. This church was named San Simeon Grande as it was bigger than the [[Church of San Simeon Piccolo]] when it was first built in the 13th century; however, the 18th century renovation substantially increased the size of the other church.  Despite the fact that the names no longer describe the churches in size, they have remained.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Simeon Grando]]. Please click the link to learn more!,"The image below depicts the floor plan of San Simeon Grando, including the location of the [[Church Floor Artifacts]].",SIMG_GM.JPG,SIMG_FP.JPG,SIMG.JPG,SIMG Artifacts
Santa Croce,Chiesa di S. Simeone e Giuda,San Simeon Piccolo,Church of San Simeon Piccolo,MTFSa 8 AM,"M-F 8 AM;    Su 11 AM, 1 PM; 1st Sa of m 4 PM",Free,800,Active Church,Catholic,SIMP,12.324416,45.440863,"The Chiesa di S. Simeone e Giuda, or San Simeon Piccolo as it is locally known, was founded in the year 800 and is a Catholic church.","This church is said to have been founded in the 9th century, however documentation does not mention the church until well into the 13th century. This version of the church was demolished in the 18th century and rebuilt, in the image of the Pantheon in Rome. This church was named San Simeon Piccolo as it was smaller than the [[Church of San Simeon Grande]] when it was first built in the 13th century; however, the 18th century renovation substantially increased the size of this church. Despite the fact that the names no longer describe the churches in size, they have remained.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Simeon Piccolo]]. Please click the link to learn more!,"The image below depicts the floor plan of San Simeon Piccolo, including the location of the [[Church Floor Artifacts]].",SIMP_GM.JPG,,SIMP.JPG,
Santa Croce,Chiesa di S. Eustachio,San Stae,Church of San Stae,M-Sa 2 PM - 5 PM,Unknown,"Chorus Pass for year: 10 €, 7 € students. 1 time, 3 €, 1.50 € students.",966,Active Church,Catholic,STAE,12.330671,45.441525,"The Chiesa di S. Eustachio, or San Stae as it is locally known, was founded in the year 966 and is a Catholic church.","This church was founded in the 10th century and named in dedication of Saint Eustace, although the name has now been shortened by locals to San Stae. The original church was knocked down in the 17th century and the current church was built in its place, turning the church so the façade now faces the [[Grand Canal]]. The façade was completed in the early 18th century by no less than seven sculptors. The church was recently restored by the [[Swiss Pro-Venezia Committee]].",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Stae]]. Please click the link to learn more!,"The image below depicts the floor plan of San Stae, including the location of the [[Church Floor Artifacts]].",STAE_GM.JPG,STAE_FP.JPG,STAE.JPG,STAE Artifacts
Santa Croce,Chiesa di S. Nicola da Tolentino,I Tolentini,Church of I Tolentini,"M-F 8 AM - 12 PM, 4 PM - 7 PM","Sa 7 PM,; Su 11 AM, 6:30 PM; Jul and Aug W 6:30 PM",Free,1524,Active Church,Catholic,TOLE,12.321831,45.437806,"The Chiesa di S. Nicola da Tolentino, or I Tolentini as it is locally known, was founded in the year 1524 and is a Catholic church.","The first oratory built on this site was constructed in the 16th century and was dedicated to the same saint, Saint Nicholas of Tolentino.  A church was commissioned in 1590, and not completed until 1671 due to financial disputes, and the façade was not added until 1714. The church was suppressed in 1810 by Napoleon, but reopened later that year as the parish church for [[Santa Croce]].  The convent associated with the church is now used by [[Venice University Institute of Architecture]].",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - I Tolentini]]. Please click the link to learn more!,"The image below depicts the floor plan of I Tolentini, including the location of the [[Church Floor Artifacts]].",TOLE_GM.JPG,TOLE_FP.JPG,TOLE.JPG,TOLE Artifacts
Santa Croce,Chiesa di S. Giovanni Decollato,San Zandegola,Church of San Zandegola,MWTh 10 AM - 12 PM,Sa 5 PM; Su 9:30 AM,Free,1007,Active Church,Russian Orthodox,ZAND,12.327774,45.441751,"The Chiesa di S. Giovanni Decollato, or San Zandegola as it is locally known, was founded in the year 1007 and is a Russian Orthodox church.","This church was founded at the beginning of the 11th century and named for Saint John the Baptist Beheaded.  Reconstruction took place in the 13th century, but the façade was not added until the beginning of the 18th century.  The church was suppressed by Napoleon in 1818 and was then used as a warehouse. In 1945, a serious renovation took place, revealing many covered frescoes and a ship’s keel ceiling. In 1994, the church reopened to offer Russian Orthodox services.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Zandegola]]. Please click the link to learn more!,"The image below depicts the floor plan of San Zandegola, including the location of the [[Church Floor Artifacts]].",,ZAND_FP.JPG,ZAND.JPG,ZAND Artifacts
Torcello,Chiesa di S. Maria Assunta di Torcello,Santa Maria Assunta,Church of Santa Maria Assunta,M-F 10 AM - 5 PM,Su 10:30 AM,5,639,Active Church,Catholic,ASST,12.41912,45.498594,"The Chiesa di S. Maria Assunta di Torcello, or Santa Maria Assunta as it is locally known, was founded in the year 639 and is a Catholic church.","Santa Maria Assunta was Venice’s first cathedral erected in 639, and then expanded in 1008. The interior mosaic walls and floor were added in the 15th century, followed by another restoration in 1646. In the 1800’s, the Austrians ‘repaired’ the church, adding many Baroque elements, which were later removed in a 1930’s restoration.  ",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Santa Maria Assunta]]. Please click the link to learn more!,"The image below depicts the floor plan of Santa Maria Assunta, including the location of the [[Church Floor Artifacts]].",ASST_GM.JPG,,ASST.JPG,
Torcello,Chiesa di S. Fosca,Santa Fosca in Torcello,Church of Santa Fosca in Torcello,Unknown,Su 10:30 AM,Free,873,Active Church,Catholic,FOST,12.418744,45.498368,"The Chiesa di S. Fosca, or Santa Fosca in Torcello as it is locally known, was founded in the year 873 and is a Catholic church.","The building was constructed in the 11th century in honor of Ravenna, the virgin martyr and her nurse Saint Maura. The remains of both have been laid to rest in the church. The church is in the shape of a Greek-cross, with four naves, equal in length with a large domed cupola in the center.",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Santa Fosca in Torcello, including the location of the [[Church Floor Artifacts]].",FOST_GM.JPG,FOST_FP.JPG,FOST.JPG,FOST Artifacts
Torcello,Chiesa di S. Sofia di Torcello,Santa Sofia in Torcello,Church of Santa Sofia in Torcello,Not Applicable,None,Not Applicable,Unknown,Closed to the Public,Catholic,SOFT,12.41876,45.498213,"The Chiesa di S. Sofia di Torcello, or Santa Sofia in Torcello as it is locally known, was founded in the year Unknown and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Santa Sofia in Torcello, including the location of the [[Church Floor Artifacts]].",,,,
Vignole,Sant'Erosia,Sant'Erosia,Church of Sant'Erosia,Not Applicable,None,Not Applicable,Unknown,Closed to the Public,Catholic,EROS,12.377429,45.442332,"The Sant'Erosia, or Sant'Erosia as it is locally known, was founded in the year Unknown and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Sant'Erosia]]. Please click the link to learn more!,"The image below depicts the floor plan of Sant'Erosia, including the location of the [[Church Floor Artifacts]].",,,EROS.JPG,
